,col
560,0.6136363636363636
561,False
562,0.6136363636363636
563,False
564,False
565,False
566,False
567,False
568,0.3318777292576419
569,0.19130434782608696
570,0.3318777292576419
571,0.032171581769437
572,0.032171581769437
573,0.025906735751295335
574,0.43661971830985913
575,0.5142857142857142
576,0.43661971830985913
577,0.5142857142857142
578,0.44660194174757284
579,0.08602150537634409
580,0.08602150537634409
581,False
582,False
583,False
584,0.21296296296296297
585,False
586,0.39344262295081966
587,0.16326530612244897
588,0.39344262295081966
589,False
590,0.38333333333333336
591,0.38333333333333336
592,0.38333333333333336
593,False
594,0.391304347826087
595,0.391304347826087
596,0.65
597,0.43119266055045874
598,0.43119266055045874
599,0.4444444444444444
600,0.4444444444444444
601,0.2962962962962963
602,False
603,False
604,False
605,False
606,False
607,0.195
608,0.195
609,0.3595505617977528
610,0.3595505617977528
611,0.1524390243902439
612,0.3972602739726027
613,0.3972602739726027
614,False
615,False
616,0.22857142857142856
617,0.2912621359223301
618,0.22857142857142856
619,False
620,False
621,False
622,False
623,False
624,0.3
625,0.3
626,0.3434343434343434
627,0.3434343434343434
628,False
629,0.1258741258741259
630,False
631,0.078125
632,0.078125
633,0.08
634,False
635,0.08
636,False
637,False
638,0.14084507042253522
639,0.21052631578947367
640,0.21052631578947367
641,0.5116279069767442
642,0.5116279069767442
643,0.10852713178294573
644,0.10852713178294573
645,False
646,False
647,0.17575757575757575
648,False
649,0.17575757575757575
650,False
651,False
652,0.5945945945945946
653,0.3375
654,0.3375
655,False
656,False
657,False
658,False
659,0.2571428571428571
660,0.023972602739726026
661,0.023972602739726026
662,0.646551724137931
663,0.646551724137931
664,0.20833333333333334
665,0.20833333333333334
666,False
667,0.14285714285714285
668,0.14285714285714285
669,False
670,False
671,0.3258426966292135
672,0.33816425120772947
673,0.33816425120772947
674,0.5192307692307693
675,0.5192307692307693
676,0.648936170212766
677,0.6571428571428571
678,0.6571428571428571
679,0.648936170212766
680,0.19672131147540983
681,0.19672131147540983
682,0.3125
683,0.4225352112676056
684,0.4225352112676056
685,0.17088607594936708
686,0.17088607594936708
687,0.2616279069767442
688,False
689,0.5238095238095238
690,False
691,0.5238095238095238
692,0.42857142857142855
693,0.42857142857142855
694,False
695,False
696,False
697,0.2727272727272727
698,0.2727272727272727
699,0.3548387096774194
700,0.3548387096774194
701,False
702,False
703,False
704,0.5056179775280899
705,0.5056179775280899
706,False
707,0.38461538461538464
708,0.38461538461538464
709,False
710,0.6341463414634146
711,0.6341463414634146
712,0.17415730337078653
713,0.17415730337078653
714,0.35344827586206895
715,False
716,0.35344827586206895
717,0.5945945945945946
718,0.5945945945945946
719,0.4945054945054945
720,0.07142857142857142
721,0.43617021276595747
722,0.07142857142857142
723,0.43617021276595747
724,0.6568627450980392
725,0.15204678362573099
726,0.15204678362573099
727,False
728,False
729,0.2217573221757322
730,0.47368421052631576
731,0.3418803418803419
732,0.2217573221757322
733,0.3418803418803419
734,0.07725321888412018
735,0.07725321888412018
736,False
737,0.10869565217391304
738,False
739,0.06182795698924731
740,False
741,False
742,False
743,False
744,0.5294117647058824
745,0.5606060606060606
746,0.5294117647058824
747,0.5606060606060606
748,0.08018867924528301
749,0.3316582914572864
750,0.3316582914572864
751,0.6097560975609756
752,0.26956521739130435
753,0.6097560975609756
754,0.26956521739130435
755,False
756,0.16962524654832348
757,0.37373737373737376
758,0.1559633027522936
759,0.37373737373737376
760,0.4878048780487805
761,False
762,0.4878048780487805
763,False
764,0.35
765,0.35
766,0.3564356435643564
767,0.421875
768,0.421875
769,0.15384615384615385
770,0.15384615384615385
771,0.40298507462686567
772,False
773,False
774,0.29508196721311475
775,0.29508196721311475
776,0.056074766355140186
777,0.056074766355140186
778,0.46153846153846156
779,False
780,False
781,0.24468085106382978
782,0.24468085106382978
783,0.11504424778761062
784,0.5311004784688995
785,0.11504424778761062
786,0.11290322580645161
787,0.11290322580645161
788,0.023255813953488372
789,0.023255813953488372
790,False
791,0.2636363636363636
792,0.2636363636363636
793,0.5714285714285714
794,0.5714285714285714
795,False
796,False
797,False
798,False
799,False
800,0.07643312101910828
801,0.07643312101910828
802,0.4864864864864865
803,0.21794871794871795
804,0.4864864864864865
805,0.1568627450980392
806,0.45689655172413796
807,0.1568627450980392
808,0.45689655172413796
809,0.2222222222222222
810,False
811,0.2222222222222222
812,0.38461538461538464
813,0.25925925925925924
814,0.38461538461538464
815,0.25757575757575757
816,0.25757575757575757
817,False
818,False
819,False
820,0.5380281690140845
821,0.5380281690140845
822,0.07647058823529412
823,0.36538461538461536
824,0.07647058823529412
825,0.38461538461538464
826,0.36538461538461536
827,0.38461538461538464
828,0.41509433962264153
829,0.23529411764705882
830,0.23529411764705882
831,0.3125
832,0.3125
833,0.41216216216216217
834,0.30714285714285716
835,0.41216216216216217
836,False
837,0.5205479452054794
838,False
839,False
840,0.5205479452054794
841,False
842,0.00625
843,False
844,False
845,0.00625
846,False
847,0.5369127516778524
848,0.5369127516778524
849,0.07865168539325842
850,0.10526315789473684
851,0.10526315789473684
852,0.4
853,0.33653846153846156
854,0.33653846153846156
855,0.33653846153846156
856,0.5737704918032787
857,0.5737704918032787
858,0.20212765957446807
859,0.20212765957446807
860,False
861,0.3103448275862069
862,0.3103448275862069
863,0.14545454545454545
864,0.14545454545454545
865,0.47368421052631576
866,0.47368421052631576
867,False
868,0.5071090047393365
869,0.5071090047393365
870,0.14473684210526316
871,0.7395833333333334
872,0.7395833333333334
873,0.27485380116959063
874,0.27485380116959063
875,False
876,False
877,False
878,False
879,0.375
880,0.32142857142857145
881,0.32142857142857145
882,0.04516129032258064
883,False
884,0.04516129032258064
885,0.14736842105263157
886,0.14736842105263157
887,False
888,0.40404040404040403
889,0.40404040404040403
890,False
891,False
892,0.3113207547169811
893,0.31683168316831684
894,0.31683168316831684
895,False
896,0.5648148148148148
897,0.5648148148148148
898,0.04844290657439446
899,0.04844290657439446
900,0.40384615384615385
901,0.5421686746987951
902,0.40384615384615385
903,0.10377358490566038
904,0.10377358490566038
905,0.3
906,0.3
907,0.359375
908,False
909,0.359375
910,False
911,False
912,0.08163265306122448
913,0.3076923076923077
914,0.08163265306122448
915,0.3493975903614458
916,False
917,0.3493975903614458
918,0.15827338129496402
919,0.15827338129496402
920,0.2708333333333333
921,0.3611111111111111
922,0.3611111111111111
923,0.27358490566037735
924,0.27358490566037735
925,0.25806451612903225
926,0.2826086956521739
927,0.06306306306306306
928,0.25806451612903225
929,0.06306306306306306
930,False
931,False
932,0.11926605504587157
933,0.24452554744525548
934,0.24452554744525548
935,0.26153846153846155
936,0.26153846153846155
937,0.6176470588235294
938,0.21379310344827587
939,0.21379310344827587
940,0.37735849056603776
941,0.17829457364341086
942,0.17829457364341086
943,0.1864406779661017
944,0.1864406779661017
945,0.15841584158415842
946,0.4146341463414634
947,0.4146341463414634
948,0.3242009132420091
949,0.3242009132420091
950,False
951,0.5894736842105263
952,False
953,False
954,0.1111111111111111
955,0.1111111111111111
956,0.751131221719457
957,0.751131221719457
958,False
959,False
960,False
961,False
962,False
963,0.03389830508474576
964,0.03389830508474576
965,0.32142857142857145
966,False
967,0.32142857142857145
968,False
969,False
970,False
971,False
972,False
973,0.32608695652173914
974,0.32608695652173914
975,0.14388489208633093
976,0.14388489208633093
977,0.6078431372549019
978,0.016666666666666666
979,0.016666666666666666
980,0.3764705882352941
981,0.2647058823529412
982,0.2647058823529412
983,0.014492753623188406
984,0.014492753623188406
985,0.4
986,0.4
987,0.28125
988,0.28125
989,0.08433734939759036
990,0.5344827586206896
991,0.5344827586206896
992,False
993,0.24727272727272728
994,False
995,False
996,False
997,0.24644549763033174
998,0.24644549763033174
999,False
